book_id_csv,book_id
1968,345457692
1969,345457749
1970,345458567
1971,345461274
1972,345461304
1973,345461363
1974,345461584
1975,345461614
1976,345461673
1977,345463056
1978,345463099
1979,345463153
1980,345464974
1981,345465547
1982,345467329
1983,345468031
1984,345468392
1985,345472454
1986,345475739
1987,345476093
1988,345476514
1989,345476727
1990,345476883
1991,345476980
1992,345477367
1993,345477383
1994,345477529
1995,345477979
1996,345478231
1997,345478258
1998,345479173
1999,345479394
2000,345479459
2001,345479726
2002,345480058
2003,345481291
2004,345482409
2005,345483170
2006,345483197
2007,345483898
2008,345485254
2009,345486471
2010,345486587
2011,345487036
2012,345487427
2013,345487621
2014,345490096
2015,345490649
2016,345492862
2017,345494024
2018,345494768
2019,345495837
2020,345495845
2021,349100136
2022,349100470
2023,349105308
2024,349107866
2025,349110018
2026,349113009
2027,349113467
2028,349113483
2029,349113912
2030,349116644
2031,349117047
2032,373225733
2033,373246471
2034,373250215
2035,373250479
2036,373250711
2037,373274610
2038,373285248
2039,373285434
2040,373483376
2041,373510055
2042,373511620
2043,373632444
2044,373638167
2045,373638175
2046,373638523
2047,373760035
2048,373767617
2049,373771258
2050,373771371
2051,373772513
2052,373772521
2053,373792735
2054,373802137
2055,373802390
2056,373802420
2057,373835493
2058,373836082
2059,373836937
2060,373870280
2061,373895208
2062,374131945
2063,374146357
2064,374253846
2065,374271070
2066,374280398
2067,374292795
2068,374299196
2069,374422087
2070,374516006
2071,374517886
2072,374522596
2073,374522871
2074,374523932
2075,374524793
2076,374524920
2077,374525110
2078,374525803
2079,374525862
2080,374526966
2081,374527059
2082,374528535
2083,374528667
2084,374529264
2085,374529949
2086,374530254
2087,374530300
2088,374530319
2089,374530491
2090,374530718
2091,374626235
2092,375407936
2093,375408274
2094,375411720
2095,375415033
2096,375500723
2097,375507159
2098,375507906
2099,375509178
2100,375700129
2101,375700269
2102,375700811
2103,375701885
2104,375702970
2105,375703403
2106,375703845
2107,375703861
2108,375704051
2109,375704256
2110,375704434
2111,375705244
2112,375706364
2113,375706674
2114,375707212
2115,375708219
2116,375708227
2117,375711163
2118,375713344
2119,375714332
2120,375714499
2121,375714626
2122,375714634
2123,375714766
2124,375719016
2125,375724931
2126,375724958
2127,375725032
2128,375725970
2129,375726217
2130,375726713
2131,375726721
2132,375726799
2133,375727132
2134,375727272
2135,375727388
2136,375727582
2137,375752331
2138,375755195
2139,375755217
2140,375756604
2141,375757287
2142,375758232
2143,375758739
2144,375759344
2145,375759867
2146,375760393
2147,375760520
2148,375760849
2149,375760946
2150,375806709
2151,375812938
2152,375813756
2153,375823786
2154,375826882
2155,375826890
2156,375829636
2157,375835318
2158,375839569
2159,375844406
2160,375846735
2161,380016362
2162,380620006
2163,380710846
2164,380713802
2165,380713810
2166,380715430
2167,380720442
2168,380720868
2169,380725789
2170,380727501
2171,380730367
2172,380731150
2173,380731215
2174,380731223
2175,380731509
2176,380731959
2177,380732025
2178,380732548
2179,380755696
2180,380759497
2181,380759500
2182,380763397
2183,380777584
2184,380784912
2185,380789027
2186,380789833
2187,380792044
2188,380793474
2189,380803275
2190,380809060
2191,380813815
2192,380813866
2193,380815699
2194,380815931
2195,380817934
2196,380818205
2197,380818957
2198,385090021
2199,385092105
2200,385129912
2201,385236255
2202,385239548
2203,385265700
2204,385302312
2205,385313616
2206,385314698
2207,385315171
2208,385315287
2209,385316577
2210,385319274
2211,385321988
2212,385324138
2213,385325339
2214,385333137
2215,385333765
2216,385333781
2217,385333811
2218,385333870
2219,385333900
2220,385334230
2221,385334265
2222,385335547
2223,385335679
2224,385335970
2225,385335997
2226,385336101
2227,385336950
2228,385338058
2229,385339089
2230,385339097
2231,385339593
2232,385339607
2233,385339658
2234,385339666
2235,385339674
2236,385339690
2237,385339704
2238,385340397
2239,385415605
2240,385418493
2241,385418868
2242,385423756
2243,385468865
2244,385474016
2245,385481969
2246,385489498
2247,385491050
2248,385491085
2249,385492243
2250,385493622
2251,385494785
2252,385495226
2253,385495323
2254,385495544
2255,385496095
2256,385497091
2257,385497148
2258,385497393
2259,385503849
2260,385504217
2261,385604831
2262,385607016
2263,3856305580
2264,385720106
2265,385721056
2266,385721870
2267,385721919
2268,385722168
2269,385722435
2270,385729367
2271,385731051
2272,385731825
2273,385731841
2274,385732333
2275,385732538
2276,385732554
2277,385732562
2278,385732597
2279,385733208
2280,385733879
2281,3861878755
2282,387987207
2283,3895086908
2284,393011836
2285,393020398
2286,393040585
2287,393048853
2288,393050572
2289,393057240
2290,393057798
2291,393058263
2292,393058476
2293,393059162
2294,393059464
2295,393060918
2296,393061434
2297,393061639
2298,393064980
2299,393098214
2300,393308197
2301,393310329
2302,393311031
2303,393315088
2304,393315118
2305,393315630
2306,393316025
2307,393318796
2308,393320030
2309,393320928
2310,393321630
2311,393321800
2312,393321983
2313,393322106
2314,393322572
2315,393323528
2316,393324141
2317,393324354
2318,393324818
2319,393324869
2320,393327027
2321,393327345
2322,393327655
2323,393328627
2324,393329127
2325,393329291
2326,393329402
2327,393703274
2328,393703355
2329,393924289
2330,393924912
2331,393924955
2332,393925722
2333,393926117
2334,393927202
2335,393927695
2336,393959058
2337,393960579
2338,393963047
2339,393964523
2340,393974294
2341,393977536
2342,393977617
2343,393978192
2344,394448049
2345,394536495
2346,394700155
2347,394704371
2348,394733525
2349,394746236
2350,394751221
2351,394758277
2352,394758285
2353,394832205
2354,395291305
2355,395547032
2356,395606497
2357,395680921
2358,395706742
2359,395746566
2360,395809991
2361,395877431
2362,395957990
2363,399143068
2364,399147314
2365,399153594
2366,399153896
2367,399153934
2368,399154000
2369,399154191
2370,413735907
2371,413771164
2372,413771601
2373,413772780
2374,415050790
2375,415183731
2376,415247713
2377,415266718
2378,415278414
2379,415283043
2380,415285844
2381,415970237
2382,425099334
2383,425134350
2384,425143325
2385,425144372
2386,425146227
2387,425147517
2388,425147584
2389,425151042
2390,425152901
2391,425157709
2392,425159531
2393,425161293
2394,425161730
2395,425162443
2396,425164179
2397,425169693
2398,425174808
2399,425176932
2400,425178927
2401,425179613
2402,425180050
2403,425180964
2404,425181103
2405,425181111
2406,425181642
2407,425182673
2408,425182878
2409,425183033
2410,425185508
2411,425188221
2412,425189643
2413,425190374
2414,425190919
2415,425191192
2416,425192032
2417,425192792
2418,425193721
2419,425194523
2420,425195481
2421,425196739
2422,425196844
2423,425197395
2424,425197492
2425,425197549
2426,425198006
2427,425198324
2428,425198685
2429,425198804
2430,425199169
2431,425199320
2432,425199436
2433,425199932
2434,425200450
2435,425201546
2436,425201961
2437,425203573
2438,425203891
2439,425204197
2440,425204235
2441,425205592
2442,425206866
2443,425207757
2444,425207978
2445,425208915
2446,425209210
2447,425209423
2448,425210383
2449,425210766
2450,425211061
2451,425211894
2452,425212017
2453,425212130
2454,425212599
2455,425212785
2456,425213102
2457,425213382
2458,425213439
2459,425213617
2460,425213978
2461,425214249
2462,425214435
2463,425214761
2464,425215288
2465,425216020
2466,426203674
2467,434009059
2468,435233076
2469,435233394
2470,435909614
2471,439064864
2472,439176832
2473,439176875
2474,439178827
2475,439194040
2476,439227143
2477,439286069
2478,439294843
2479,439314550
2480,439341205
2481,439358078
2482,439374898
2483,439389844
2484,439411378
2485,439411874
2486,439420067
2487,439436567
2488,439440033
2489,439474299
2490,439485878
2491,439499062
2492,439507227
2493,439554896
2494,439554934
2495,439569729
2496,439651360
2497,439651379
2498,439651395
2499,439651409
2500,439651417
2501,439681367
2502,439682584
2503,439700884
2504,439746868
2505,439785960
2506,439791405
2507,439793955
2508,439798736
2509,439803632
2510,439827604
2511,439847796
2512,439856264
2513,439862698
2514,439872464
2515,439872472
2516,439884764
2517,439890284
2518,439896185
2519,439933412
2520,439944392
2521,439959047
2522,439968089
2523,439994128
2524,439994799
2525,440169127
2526,440187354
2527,440201047
2528,440208149
2529,440214920
2530,440215811
2531,440220459
2532,440221668
2533,440224047
2534,440227534
2535,440227704
2536,440228840
2537,440229081
2538,440229200
2539,440229316
2540,440229359
2541,440229405
2542,440234743
2543,440235162
2544,440236738
2545,440237165
2546,440237971
2547,440238153
2548,440238196
2549,440238609
2550,440241057
2551,440241359
2552,440241898
2553,440242940
2554,440243068
2555,440243254
2556,440322278
2557,440362059
2558,440402913
2559,440410258
2560,440414008
2561,440415241
2562,440415802
2563,440416779
2564,440416884
2565,440418410
2566,440419174
2567,440419484
2568,440419670
2569,440419808
2570,440420636
2571,440421705
2572,440495040
2573,440910811
2574,440936853
2575,441003729
2576,441004091
2577,441004997
2578,441005837
2579,441005969
2580,441009654
2581,441010288
2582,441012035
2583,441012116
2584,441012396
2585,441012523
2586,441012590
2587,441013309
2588,441013430
2589,441013678
2590,441014224
2591,441014437
2592,441014453
2593,441014836
2594,441014895
2595,441102670
2596,441248837
2597,441317480
2598,441444253
2599,441581056
2600,441623824
2601,441748600
2602,441864619
2603,443066019
2604,445405562
2605,446354732
2606,446359203
2607,446362662
2608,446363162
2609,446390577
2610,446500038
2611,446576980
2612,446578274
2613,446578428
2614,446578843
2615,446579629
2616,446579785
2617,446600342
2618,446600709
2619,446601853
2620,446602485
2621,446604232
2622,446604402
2623,446605468
2624,446605581
2625,446606812
2626,446607134
2627,446607207
2628,446608289
2629,446608475
2630,446608602
2631,446608890
2632,446609196
2633,446610178
2634,446611085
2635,446611913
2636,446612626
2637,446612766
2638,446614165
2639,446614831
2640,446616419
2641,446616834
2642,446617458
2643,446617792
2644,446670782
2645,446673781
2646,446676438
2647,446676500
2648,446677493
2649,446678457
2650,446679089
2651,446691402
2652,446691860
2653,446692514
2654,446694851
2655,446695602
2656,446696110
2657,446698229
2658,446698873
2659,446699071
2660,446699551
2661,448409577
2662,448416735
2663,448435365
2664,448437430
2665,448437694
2666,448442515
2667,448444828
2668,449001156
2669,449001172
2670,449001245
2671,449001962
2672,449002985
2673,449003884
2674,449004139
2675,449005577
2676,449006530
2677,449007383
2678,449149919
2679,449210502
2680,449218473
2681,449221393
2682,449227944
2683,449908402
2684,449911411
2685,449911837
2686,449911896
2687,449911942
2688,450040186
2689,451150651
2690,451155750
2691,451160312
2692,451160525
2693,451163087
2694,451166582
2695,451168615
2696,451170113
2697,451187261
2698,451188454
2699,451190750
2700,451192524
2701,451203267
2702,451205553
2703,451206525
2704,451207149
2705,451207351
2706,451207505
2707,451207521
2708,451207645
2709,451207793
2710,451208641
2711,451208706
2712,451209796
2713,451210557
2714,451210638
2715,451210859
2716,451210905
2717,451211472
2718,451213092
2719,451213238
2720,451216776
2721,451216954
2722,451217608
2723,451217764
2724,451218043
2725,451219244
2726,451219368
2727,451219449
2728,451219716
2729,451219953
2730,451221257
2731,451406281
2732,451408691
2733,451409221
2734,451409639
2735,451410548
2736,451411188
2737,451411617
2738,451412109
2739,451412117
2740,451412354
2741,451450647
2742,451452585
2743,451454243
2744,451456815
2745,451457595
2746,451461630
2747,451527402
2748,451527453
2749,451527887
2750,451527925
2751,451528018
2752,451528204
2753,451528301
2754,451528522
2755,451528557
2756,451528646
2757,451528824
2758,451529510
2759,451530047
2760,451530098
2761,451530152
2762,451530373
2763,451530381
2764,452156610
2765,452253802
2766,452260116
2767,452265819
2768,452268184
2769,452273080
2770,452274427
2771,452275008
2772,452276969
2773,452277248
2774,452281253
2775,452281326
2776,452282098
2777,452282195
2778,452282829
2779,452284236
2780,452284554
2781,452284988
2782,452285933
2783,452286034
2784,452286530
2785,452287065
2786,452288193
2787,465003125
2788,465007805
2789,465014879
2790,465014909
2791,465017746
2792,465024963
2793,465031269
2794,465037380
2795,465056741
2796,465069908
2797,465070590
2798,465081428
2799,465081436
2800,465081983
2801,465092756
2802,470008296
2803,470038322
2804,470043601
2805,470045299
2806,470861711
2807,471272426
2808,471292451
2809,471292516
2810,471409766
2811,471648795
2812,471678783
2813,471705225
2814,471714399
2815,471738840
2816,471743674
2817,471758183
2818,471773867
2819,471780936
2820,471782475
2821,472064843
2822,4766113381
2823,486212327
2824,486218430
2825,486249441
2826,486256073
2827,486256421
2828,486264734
2829,486270602
2830,486272664
2831,486274284
2832,486275507
2833,486276805
2834,486280233
2835,486281221
2836,486285154
2837,486287599
2838,486292428
2839,486296385
2840,486297160
2841,486297179
2842,486406547
2843,486406644
2844,486419258
2845,486420493
2846,486424626
2847,486426750
2848,486427595
2849,486431681
2850,486431843
2851,486432130
2852,486432548
2853,486434141
2854,486437558
2855,486437965
2856,486442179
2857,486442896
2858,486445631
2859,486447405
2860,486447782
2861,486451380
2862,495006858
2863,500050961
2864,500203474
2865,505521792
2866,505523248
2867,505524740
2868,505525151
2869,505525534
2870,515100536
2871,515122491
2872,515124796
2873,515125601
2874,515128554
2875,515133086
2876,515135968
2877,515136948
2878,515138150
2879,515139750
2880,515141402
2881,515141658
2882,515141674
2883,517082454
2884,517084791
2885,517091267
2886,517093391
2887,517101351
2888,517119129
2889,517146487
2890,517146541
2891,517147688
2892,517149257
2893,517174960
2894,517189607
2895,517201666
2896,517229277
2897,517543052
2898,517884542
2899,520024273
2900,520026268
2901,520072383
2902,520204956
2903,520206398
2904,520213688
2905,520215109
2906,520231511
2907,520234413
2908,520239326
2909,520242602
2910,520243269
2911,520244958
2912,520246330
2913,520251091
2914,521009375
2915,521286913
2916,521288843
2917,521290600
2918,521315794
2919,521348358
2920,521348889
2921,521398339
2922,521437733
2923,521437776
2924,521476763
2925,521479347
2926,521484006
2927,521532477
2928,521539811
2929,521618746
2930,521750849
2931,521805228
2932,521834341
2933,525461310
2934,525467777
2935,525469788
2936,525947264
2937,525948929
2938,525950125
2939,529123452
2940,534491820
2941,534613039
2942,552135399
2943,552146080
2944,552146730
2945,552146781
2946,552148083
2947,552148105
2948,552152161
2949,552152943
2950,552152951
2951,552153575
2952,552154288
2953,552548227
2954,552548634
2955,552554278
2956,552771236
2957,552771848
2958,552773085
2959,552992097
2960,552997773
2961,552998001
2962,552998486
2963,552998680
2964,552998761
2965,552998788
2966,552998818
2967,552998834
2968,552998877
2969,552999458
2970,552999954
2971,553103741
2972,553112449
2973,553156500
2974,553157167
2975,553157272
2976,553212168
2977,553213431
2978,553213555
2979,553213970
2980,553233505
2981,553248472
2982,553251791
2983,553267604
2984,553268945
2985,553270621
2986,553271091
2987,553271644
2988,553273868
2989,553273914
2990,553274910
2991,553275607
2992,553276727
2993,553280872
2994,553282808
2995,553284118
2996,553286390
2997,553289519
2998,553290851
2999,553292781
3000,553293427
3001,553295004
3002,553295411
3003,553297600
3004,553299492
3005,553299611
3006,553345842
3007,553346113
3008,553374591
3009,553375261
3010,553375938
3011,553377760
3012,553380168
3013,553380958
3014,553380966
3015,553381008
3016,553381342
3017,553381393
3018,553381415
3019,553381539
3020,553381547
3021,553381695
3022,553382047
3023,553382616
3024,553383434
3025,553383442
3026,553384287
3027,553409026
3028,553409689
3029,553485172
3030,553485210
3031,553493841
3032,553493973
3033,553560271
3034,553560689
3035,553561588
3036,553562606
3037,553562835
3038,553563505
3039,553563696
3040,553564935
3041,553567683
3042,553570684
3043,553571575
3044,553572490
3045,553572989
3046,553573306
3047,553574132
3048,553575651
3049,553575953
3050,553576003
3051,553576054
3052,553576062
3053,553576372
3054,553578685
3055,553578979
3056,553579754
3057,553580337
3058,553580515
3059,553580833
3060,553581856
3061,553581996
3062,553582909
3063,553582917
3064,553583158
3065,553583166
3066,553583174
3067,553583298
3068,553584480
3069,553584502
3070,553584537
3071,553585754
3072,553585800
3073,553586076
3074,553586610
3075,553587072
3076,553587080
3077,553587153
3078,553587242
3079,553588044
3080,553588117
3081,553588192
3082,553588257
3083,553588265
3084,553589474
3085,553763253
3086,553803522
3087,553803816
3088,553804790
3089,553813536
3090,553813951
3091,553815024
3092,553815393
3093,553816950
3094,553817078
3095,563522755
3096,567044718
3097,571090249
3098,571125298
3099,571164668
3100,571169201
3101,571191037
3102,571193781
3103,571197515
3104,571200613
3105,571201156
3106,571202802
3107,571203035
3108,571203159
3109,571205216
3110,571206921
3111,571207081
3112,571207561
3113,571207995
3114,571210910
3115,571212921
3116,571214266
3117,571215165
3118,571217354
3119,571219713
3120,571224385
3121,571225373
3122,571225551
3123,571226337
3124,575073357
3125,575073616
3126,575075597
3127,575075821
3128,575076267
3129,575402903
3130,582418178
3131,582418275
3132,582461464
3133,586066888
3134,586071393
3135,586210687
3136,586210695
3137,590032496
3138,590103873
3139,590255223
3140,590321145
3141,590419277
3142,590428888
3143,590488155
3144,590692089
3145,590764705
3146,590956167
3147,590975005
3148,593040597
3149,593043162
3150,595272096
3151,595321801
3152,596003064
3153,596006624
3154,596006799
3155,60000147
3156,60001534
3157,60004509
3158,60012382
3159,60013133
3160,600601161
3161,60084383
3162,60085444
3163,60088745
3164,60090375
3165,60093749
3166,60094931
3167,60099453
3168,60175648
3169,60177241
3170,60218053
3171,60245603
3172,60256575
3173,60256753
3174,60277408
3175,60278420
3176,60391537
3177,60502959
3178,60504080
3179,60506040
3180,60507403
3181,60509058
3182,60510854
3183,60510862
3184,60511060
3185,60511109
3186,60511117
3187,60511133
3188,60512806
3189,60515198
3190,60515228
3191,60516054
3192,60518650
3193,60519134
3194,60521228
3195,60521996
3196,60524936
3197,60527986
3198,60527994
3199,60529571
3200,60531045
3201,60535113
3202,60539097
3203,60541830
3204,60541881
3205,60543493
3206,60545844
3207,60546573
3208,60548282
3209,60554738
3210,60556501
3211,60556528
3212,60564784
3213,60566108
3214,60567236
3215,60572000
3216,60572965
3217,60572973
3218,60574216
3219,60575816
3220,60577045
3221,60578114
3222,60578122
3223,60582502
3224,60584025
3225,60584033
3226,60584750
3227,60586540
3228,60587032
3229,60589280
3230,60589469
3231,60590157
3232,60590270
3233,60593083
3234,60593245
3235,60593636
3236,60594527
3237,60595183
3238,60598808
3239,60598840
3240,60598859
3241,60598891
3242,60598964
3243,60598972
3244,60609176
3245,60609192
3246,606349154
3247,60652853
3248,60652896
3249,60652926
3250,60654856
3251,60727535
3252,60727632
3253,60730552
3254,60731303
3255,60732709
3256,60733357
3257,60734019
3258,60735422
3259,60735449
3260,60735457
3261,60736259
3262,60737042
3263,60745908
3264,60747226
3265,60747471
3266,60753102
3267,60753633
3268,60754001
3269,60758767
3270,60760257
3271,60760443
3272,60760826
3273,60761539
3274,60763728
3275,60765313
3276,60765453
3277,60765488
3278,60773758
3279,60775858
3280,60776099
3281,60777109
3282,60777338
3283,60778016
3284,60782137
3285,60786736
3286,60787031
3287,60788194
3288,60788380
3289,60790598
3290,60792175
3291,60792787
3292,60792809
3293,60793198
3294,60815523
3295,60815914
3296,60815922
3297,60816228
3298,60819227
3299,60823720
3300,60833173
3301,60833181
3302,60834005
3303,60837160
3304,60837330
3305,60837551
3306,60838590
3307,60839783
3308,60840889
3309,60841869
3310,60844094
3311,60845244
3312,60845309
3313,60846739
3314,60851988
3315,60852550
3316,60853980
3317,60854944
3318,60872799
3319,60872985
3320,60880120
3321,60882603
3322,60882867
3323,60884053
3324,60885378
3325,60885386
3326,60885424
3327,60885459
3328,60887966
3329,60889446
3330,60891564
3331,60894083
3332,60898658
3333,60899220
3334,60906820
3335,60915188
3336,60915439
3337,60916095
3338,60916516
3339,60916818
3340,60919884
3341,60921714
3342,60922559
3343,60924985
3344,60925752
3345,60927194
3346,60927518
3347,60927542
3348,60928417
3349,60929596
3350,60930136
3351,60930217
3352,60930314
3353,60930535
3354,60930861
3355,60931361
3356,60931809
3357,60932686
3358,60933526
3359,60934433
3360,60934549
3361,60935553
3362,60936193
3363,60936509
3364,60936649
3365,60936665
3366,60938102
3367,60954833
3368,60955422
3369,60956860
3370,60957263
3371,60957352
3372,60957603
3373,60958332
3374,60959037
3375,609610570
3376,60973331
3377,60974680
3378,60974990
3379,60975008
3380,60975091
3381,60975946
3382,60976098
3383,60976101
3384,60976721
3385,60977086
3386,60977493
3387,60987324
3388,60987464
3389,60987529
3390,60989157
3391,60997028
3392,61015628
3393,61020095
3394,61020575
3395,61020702
3396,61030651
3397,61052396
3398,61053562
3399,61054674
3400,61054682
3401,61054909
3402,61056006
3403,61059471
3404,61093998
3405,61094153
3406,61094226
3407,61094234
3408,61096857
3409,61120065
3410,61120073
3411,61120251
3412,61122092
3413,61122416
3414,61124265
3415,61127760
3416,61127914
3417,61129739
3418,61131520
3419,61131628
3420,61136905
3421,61137030
3422,61137367
3423,61137456
3424,61139378
3425,61139637
3426,61140503
3427,61140538
3428,61142026
3429,61144894
3430,61145394
3431,61150142
3432,61159174
3433,61177598
3434,61196673
3435,61196681
3436,61198757
3437,61205699
3438,61208493
3439,61238236
3440,613013379
3441,61312118
3442,6178731
3443,618002235
3444,618056734
3445,618056807
3446,618056815
3447,618056823
3448,618056831
3449,618057021
3450,618057072
3451,618074511
3452,618083553
3453,618111204
3454,618127364
3455,618131701
3456,618134301
3457,618134328
3458,618153977
3459,618181903
3460,618196250
3461,618251456
3462,618254110
3463,618257764
3464,618260226
3465,618260307
3466,618260587
3467,618339558
3468,618346252
3469,618380442
3470,618391002
3471,618391029
3472,618422536
3473,618439099
3474,618446710
3475,618446877
3476,618471162
3477,618477942
3478,618479031
3479,618485228
3480,618506918
3481,618510826
3482,618554599
3483,618574816
3484,618574956
3485,618586458
3486,618619070
3487,618640142
3488,618685502
3489,618710507
3490,618710531
3491,618711651
3492,62508865
3493,62511114
3494,62513346
3495,62700251
3496,6280897
3497,6280935
3498,631163026
3499,631169407
3500,631186271
3501,631231277
3502,634041126
3503,6380832
3504,64400964
3505,64400999
3506,64401685
3507,64402452
3508,64403874
3509,64404412
3510,64404897
3511,64405443
3512,64405451
3513,64405478
3514,64405710
3515,64405850
3516,64405958
3517,64407144
3518,64407314
3519,64408582
3520,64408671
3521,64408744
3522,64409902
3523,64410722
3524,64410935
3525,64420817
3526,64434877
3527,64434982
3528,64435261
3529,64440575
3530,64440958
3531,64441768
3532,64462048
3533,64471969
3534,64472779
3535,64473554
3536,6472613
3537,6482074
3538,6483011
3539,6483895
3540,6483909
3541,6496431
3542,6496873
3543,6498868
3544,6499163
3545,6499260
3546,6499627
3547,6511481
3548,6512674
3549,6513085
3550,6514642
3551,6514855
3552,6545866
3553,6551394
3554,6551815
3555,66236177
3556,66238501
3557,664226108
3558,664228917
3559,664241581
3560,66620104
3561,670034665
3562,670034800
3563,670037605
3564,670037788
3565,670038385
3566,670820555
3567,670886580
3568,670910619
3569,670913529
3570,670915416
3571,671000748
3572,671001957
3573,671004549
3574,671007637
3575,671014919
3576,671019090
3577,671021001
3578,671024183
3579,671024205
3580,671024817
3581,671025708
3582,671026011
3583,671027123
3584,671027638
3585,671035975
3586,671036351
3587,671039741
3588,671039946
3589,671040847
3590,671042858
3591,671047647
3592,671447548
3593,671519166
3594,671519182
3595,671519980
3596,671524097
3597,671553046
3598,671569023
3599,671631985
3600,671646192
3601,671662341
3602,671685635
3603,671704648
3604,671722077
3605,671727796
3606,671728202
3607,671731424
3608,671732471
3609,671732528
3610,671737767
3611,671741039
3612,671742515
3613,671743058
3614,671763792
3615,671792806
3616,671797867
3617,671867423
3618,671876996
3619,671877666
3620,671878840
3621,674002059
3622,674008200
3623,674022572
3624,674022874
3625,674023854
3626,674215184
3627,674268636
3628,674618769
3629,674644840
3630,674705599
3631,674802802
3632,674821068
3633,674961870
3634,674990331
3635,674990471
3636,674991842
3637,674991877
3638,674992024
3639,674992407
3640,674992555
3641,674994809
3642,676977111
3643,679420258
3644,679424784
3645,679431365
3646,679446087
3647,679600051
3648,679641041
3649,679643249
3650,679643257
3651,679643427
3652,679721037
3653,679721819
3654,679722319
3655,679722947
3656,679722955
3657,679723137
3658,679724699
3659,679726098
3660,679727221
3661,679730613
3662,679731180
3663,679731377
3664,679732268
3665,679732349
3666,679732543
3667,679733760
3668,679734481
3669,679734783
3670,679734996
3671,679735259
3672,679735771
3673,679735879
3674,679736859
3675,679737111
3676,679737316
3677,679742581
3678,679744479
3679,679749845
3680,679755489
3681,679755527
3682,679756760
3683,679759255
3684,679760237
3685,679761047
3686,679761055
3687,679761780
3688,679762701
3689,679763430
3690,679764178
3691,679765840
3692,679767096
3693,679767398
3694,679767479
3695,679767827
3696,679772677
3697,679776214
3698,679776311
3699,679776818
3700,679781498
3701,679783180
3702,679783393
3703,679783482
3704,679801111
3705,679832696
3706,679838864
3707,679847596
3708,679867120
3709,679890521
3710,684800705
3711,684801531
3712,684804425
3713,684804522
3714,684813211
3715,684813785
3716,684825104
3717,684826356
3718,684832402
3719,684837935
3720,684839741
3721,684841215
3722,684841258
3723,684842505
3724,684843129
3725,684843323
3726,684844079
3727,684845776
3728,684846942
3729,684848155
3730,684848236
3731,684849690
3732,684850273
3733,684852632
3734,684852705
3735,684853760
3736,684854465
3737,684854678
3738,684856476
3739,684865521
3740,684867427
3741,684867486
3742,684867850
3743,684868199
3744,684873206
3745,684873214
3746,687002826
3747,688003478
3748,688039693
3749,688052304
3750,688085873
3751,688090257
3752,688094554
3753,688095135
3754,688140718
3755,688143881
3756,688149898
3757,688151329
3758,688152023
3759,688153879
3760,688154727
3761,688166253
3762,688171621
3763,688172172
3764,688172245
3765,689707495
3766,689716044
3767,689822847
3768,689823827
3769,689833768
3770,689834195
3771,689840330
3772,689845367
3773,689846177
3774,689849125
3775,689851138
3776,689851901
3777,689852231
3778,689860072
3779,689861133
3780,689862466
3781,689868014
3782,689869037
3783,689869908
3784,689873190
3785,689878559
3786,689878583
3787,691017778
3788,691020167
3789,691024715
3790,691027498
3791,691037388
3792,691037795
3793,691050848
3794,691096104
3795,691102570
3796,691102961
3797,691119422
3798,691120528
3799,691122946
3800,701179791
3801,7105045
3802,7111509
3803,7113803
3804,7116268
3805,7117531
3806,7119356
3807,7120680
3808,7120699
3809,7120818
3810,7120869
3811,7120877
3812,7120966
3813,7120982
3814,7121008
3815,7121016
3816,7121024
3817,7121105
3818,712645624
3819,7126905
3820,7129653
3821,7130317
3822,71348271
3823,7135653
3824,7136587
3825,7136595
3826,7137338
3827,713998784
3828,713998946
3829,71401946
3830,71428488
3831,71433716
3832,71451382
3833,714530034
3834,7149123
3835,7149824
3836,7151241
3837,7151675
3838,7153589
3839,7154844
3840,7154887
3841,715629948
3842,715633996
3843,7158521
3844,7162995
3845,716799561
3846,7171994
3847,7173024
3848,7179812
3849,7179820
3850,718132386
3851,718144465
3852,718149297
3853,7189958
3854,719045789
3855,7190689
3856,719071151
3857,7191928
3858,719566223
3859,7195710
3860,7204442
3861,7204469
3862,721601944
3863,722533942
3864,727853414
3865,727861158
3866,727862421
3867,72920963
3868,735611319
3869,735617228
3870,736805990
3871,736903704
3872,736908161
3873,736909524
3874,736910190
3875,736910735
3876,736911685
3877,736913823
3878,738206369
3879,738519383
3880,738528528
3881,738539562
3882,738544922
3883,738706124
3884,739412531
3885,739423851
3886,739447343
3887,739461192
3888,739844326
3889,740720120
3890,740721941
3891,742529789
3892,743202414
3893,743202554
3894,743203046
3895,743203313
3896,743203585
3897,743203623
3898,743203968
3899,743211480
3900,743211995
3901,743219570
3902,743222059
3903,743222989
3904,743223136
3905,743223853
3906,743225082
3907,743226720
3908,743227190
3909,743227441
3910,743231538
3911,743233212
3912,743236149
3913,743243781
3914,743243803
3915,743244257
3916,743244583
3917,743249291
3918,743249305
3919,743250419
3920,743250443
3921,743250451
3922,743250974
3923,743252217
3924,743253973
3925,743255488
3926,743255909
3927,743260945
3928,743261984
3929,743262174
3930,743264738
3931,743264916
3932,743267745
3933,743269268
3934,743269519
3935,743270207
3936,743270754
3937,743270797
3938,743271327
3939,743272099
3940,743272498
3941,743272501
3942,743272536
3943,743272773
3944,743275039
3945,743281594
3946,743284283
3947,743284798
3948,743284887
3949,743286979
3950,743289412
3951,743292499
3952,743292545
3953,743296168
3954,743297261
3955,743297318
3956,743406567
3957,743410580
3958,743412621
3959,743417348
3960,743418131
3961,743418263
3962,743418719
3963,743418727
3964,743422007
